ID,Tweet ID,User ID,Username,text,Created At,numbers,clean_text,label,label_score
11,1896418713282474088,1548278803239436288,gashokijp,LINK DI MAIN Di Profil Aku ya Sayang #fypシ #viralvideo #motivasi #rejeki #indonesian #semangatbaru2025 https://t.co/kGswQddO15,2025-03-03 20:28:46,"['2025', '15']",link main profil ya sayang,negatif,-1
12,1896415246040060091,1871222349934313473,TrisnoKT3,Bertanggung Jawab Lah Atas Jalan Yang Kau Pilih #TrisnoKT #story #motivasi https://t.co/euKFRMoeOW,2025-03-03 20:28:46,[],bertanggung jalan kau pilih,negatif,-2
13,1896611050881204614,1741330816255553536,DennDarull,Apapun kondisinya jangan sampai orang rumah tahu #motivasi #story https://t.co/qxqYHieUuL,2025-03-03 20:29:42,[],apapun kondisinya orang rumah,positif,3
14,1896547072595378447,1710039859614932992,mg2bet_mg2,Kalo cuma ganteng doang - Maia Estianty #motivasi #motivasisukses #motivasihidup #motivasell #maiaestianty #viral #fypdongggggggg #id #dennysumargo #densu #manggadua #mangga2 #kutipan #katakata #foryoupage #fyppppppppppppppppppppppp https://t.co/PL9LTtw5vW,2025-03-03 20:29:42,"['2', '9', '5']",kalo ganteng doang maia estianty,negatif,-5
15,1896545343606858090,1710039859614932992,mg2bet_mg2,Setiap pernikahan ada rejekinya #motivasi #motivasihidup #motivasisukses #motivasell #dennysumargo #kemalpahlevi #densu #dennysumargo #manggadua #mangga2 #kutipan #katakata https://t.co/sCDFqc4NhP,2025-03-03 20:29:42,"['2', '4']",pernikahan rejekinya,netral,0
16,1896515910627963044,127796691,warungsatekamu,Tuhan Yesus berilah kesempatan kepadaku untuk menunjukkan kasih kepada orang-orang yang Engkau hadirkan sebagai sesamaku. Kontribusi oleh Vika Rahelia. #WarungSaTeKaMu #dailyquote #christianart #handlettering #rohanikristen #saatteduh #santapanrohani #renungankristen #motivasi https://t.co/9RnuaLUXhb,2025-03-03 20:29:42,['9'],tuhan yesus berilah kesempatan kepadaku kasih orangorang engkau hadirkan sesamaku kontribusi vika rahelia,negatif,-2
17,1896510158634910185,1587643235614486528,BPS_Situbondo,menyalahkan keadaan sibuk mencari penyelesaian. Hidup tidak menjadi lebih baik karena kebetulan melainkan karena adanya perubahan. #zonaintegritas #afirmasi #inspirasi #motivasi #asap #BPSSitubondo,2025-03-03 20:29:42,[],menyalahkan sibuk mencari penyelesaian hidup perubahan,negatif,-4
18,1896504254556479666,2991081272,mr_z4m,Konsistensi itu kunci kejayaan! Dalam bulan Ramadhan ini tunjukkan komitmen kita setiap hari. Setiap langkah kecil mendekatkan kita kepada kebaikan Dan Kejayaan dalam perniagaan. Jom buktikan! #Ramadhan #Motivasi #peszamzum #zamzumglobal #sambalpenyetnanaszamzum https://t.co/SLsojZ1a7z,2025-03-03 20:29:42,"['1', '7']",konsistensi kunci kejayaan ramadhan tunjukkan komitmen langkah mendekatkan kebaikan kejayaan perniagaan jom buktikan,positif,16
19,1896490310458609894,943421476480225280,DadungAwuk82,BELAS KASIHMU ADALAH RACUN YANG PERLAHAN MEMBUNUHMU #katabijak #afirmasi #motivasi #cinta #kasihsayang #hidup #hidupbebasdrama #videoviral #quotes #katakata #fy https://t.co/ija74P3NMg,2025-03-03 20:29:42,"['74', '3']",belas kasihmu racun perlahan membunuhmu,negatif,-3
20,1896484660810756252,1879756228387368960,pengusahasp,Tugas Manusia Hanya Sebatas berjuang #indonesiabertani #pengusahasetengahpelawak #pupukmahkota #petani #tani #dolomit #motivasi #sawit #sawitriau https://t.co/07KYoh1wIM,2025-03-03 20:29:42,"['07', '1']",tugas manusia sebatas berjuang,positif,2
21,1896450815570973150,1762667610439876608,bpstasik,Sampurasun Sobat Data. Sudah senin kembali ya bedanya senin kali ini kita sudah di bulan Ramadan ya.. Semangat ya puasanya untuk semua Sobat Data.. Semoga lancar dan sehat selalu.. #cintadata #bpsjabar #tasikmalaya #motivasi #quotes https://t.co/1Td8SiZDDW,2025-03-03 20:29:42,"['1', '8']",sampurasun sobat data senin ya bedanya senin kali ramadan ya semangat ya puasanya sobat data semoga lancar sehat,negatif,-6
22,1896428175003132183,2318372370,infaqproduktif,di bawa santai aja kalo gak kuat ambil air wudhu sholat berdoa backingan kita bisa segalanya #qoute #motivasi #konten #semangat https://t.co/9yzSQbzSBH,2025-03-03 20:29:42,['9'],bawa santai aja kalo gak kuat ambil air wudhu sholat berdoa backingan,negatif,-7
23,1896418713282474088,1548278803239436288,gashokijp,LINK DI MAIN Di Profil Aku ya Sayang #fypシ #viralvideo #motivasi #rejeki #indonesian #semangatbaru2025 https://t.co/kGswQddO15,2025-03-03 20:29:42,"['2025', '15']",link main profil ya sayang,negatif,-1
24,1896415246040060091,1871222349934313473,TrisnoKT3,Bertanggung Jawab Lah Atas Jalan Yang Kau Pilih #TrisnoKT #story #motivasi https://t.co/euKFRMoeOW,2025-03-03 20:29:42,[],bertanggung jalan kau pilih,negatif,-2
25,1896611050881204614,1741330816255553536,DennDarull,Apapun kondisinya jangan sampai orang rumah tahu #motivasi #story https://t.co/qxqYHieUuL,2025-03-03 20:31:01,[],apapun kondisinya orang rumah,positif,3
26,1896547072595378447,1710039859614932992,mg2bet_mg2,Kalo cuma ganteng doang - Maia Estianty #motivasi #motivasisukses #motivasihidup #motivasell #maiaestianty #viral #fypdongggggggg #id #dennysumargo #densu #manggadua #mangga2 #kutipan #katakata #foryoupage #fyppppppppppppppppppppppp https://t.co/PL9LTtw5vW,2025-03-03 20:31:01,"['2', '9', '5']",kalo ganteng doang maia estianty,negatif,-5
27,1896545343606858090,1710039859614932992,mg2bet_mg2,Setiap pernikahan ada rejekinya #motivasi #motivasihidup #motivasisukses #motivasell #dennysumargo #kemalpahlevi #densu #dennysumargo #manggadua #mangga2 #kutipan #katakata https://t.co/sCDFqc4NhP,2025-03-03 20:31:01,"['2', '4']",pernikahan rejekinya,netral,0
28,1896515910627963044,127796691,warungsatekamu,Tuhan Yesus berilah kesempatan kepadaku untuk menunjukkan kasih kepada orang-orang yang Engkau hadirkan sebagai sesamaku. Kontribusi oleh Vika Rahelia. #WarungSaTeKaMu #dailyquote #christianart #handlettering #rohanikristen #saatteduh #santapanrohani #renungankristen #motivasi https://t.co/9RnuaLUXhb,2025-03-03 20:31:01,['9'],tuhan yesus berilah kesempatan kepadaku kasih orangorang engkau hadirkan sesamaku kontribusi vika rahelia,negatif,-2
29,1896510158634910185,1587643235614486528,BPS_Situbondo,menyalahkan keadaan sibuk mencari penyelesaian. Hidup tidak menjadi lebih baik karena kebetulan melainkan karena adanya perubahan. #zonaintegritas #afirmasi #inspirasi #motivasi #asap #BPSSitubondo,2025-03-03 20:31:01,[],menyalahkan sibuk mencari penyelesaian hidup perubahan,negatif,-4
30,1896504254556479666,2991081272,mr_z4m,Konsistensi itu kunci kejayaan! Dalam bulan Ramadhan ini tunjukkan komitmen kita setiap hari. Setiap langkah kecil mendekatkan kita kepada kebaikan Dan Kejayaan dalam perniagaan. Jom buktikan! #Ramadhan #Motivasi #peszamzum #zamzumglobal #sambalpenyetnanaszamzum https://t.co/SLsojZ1a7z,2025-03-03 20:31:01,"['1', '7']",konsistensi kunci kejayaan ramadhan tunjukkan komitmen langkah mendekatkan kebaikan kejayaan perniagaan jom buktikan,positif,16
31,1896490310458609894,943421476480225280,DadungAwuk82,BELAS KASIHMU ADALAH RACUN YANG PERLAHAN MEMBUNUHMU #katabijak #afirmasi #motivasi #cinta #kasihsayang #hidup #hidupbebasdrama #videoviral #quotes #katakata #fy https://t.co/ija74P3NMg,2025-03-03 20:31:01,"['74', '3']",belas kasihmu racun perlahan membunuhmu,negatif,-3
32,1896484660810756252,1879756228387368960,pengusahasp,Tugas Manusia Hanya Sebatas berjuang #indonesiabertani #pengusahasetengahpelawak #pupukmahkota #petani #tani #dolomit #motivasi #sawit #sawitriau https://t.co/07KYoh1wIM,2025-03-03 20:31:01,"['07', '1']",tugas manusia sebatas berjuang,positif,2
33,1896450815570973150,1762667610439876608,bpstasik,Sampurasun Sobat Data. Sudah senin kembali ya bedanya senin kali ini kita sudah di bulan Ramadan ya.. Semangat ya puasanya untuk semua Sobat Data.. Semoga lancar dan sehat selalu.. #cintadata #bpsjabar #tasikmalaya #motivasi #quotes https://t.co/1Td8SiZDDW,2025-03-03 20:31:01,"['1', '8']",sampurasun sobat data senin ya bedanya senin kali ramadan ya semangat ya puasanya sobat data semoga lancar sehat,negatif,-6
34,1896428175003132183,2318372370,infaqproduktif,di bawa santai aja kalo gak kuat ambil air wudhu sholat berdoa backingan kita bisa segalanya #qoute #motivasi #konten #semangat https://t.co/9yzSQbzSBH,2025-03-03 20:31:01,['9'],bawa santai aja kalo gak kuat ambil air wudhu sholat berdoa backingan,negatif,-7
35,1896418713282474088,1548278803239436288,gashokijp,LINK DI MAIN Di Profil Aku ya Sayang #fypシ #viralvideo #motivasi #rejeki #indonesian #semangatbaru2025 https://t.co/kGswQddO15,2025-03-03 20:31:01,"['2025', '15']",link main profil ya sayang,negatif,-1
36,1896415246040060091,1871222349934313473,TrisnoKT3,Bertanggung Jawab Lah Atas Jalan Yang Kau Pilih #TrisnoKT #story #motivasi https://t.co/euKFRMoeOW,2025-03-03 20:31:01,[],bertanggung jalan kau pilih,negatif,-2
37,1899775063630676033,1856931953574055936,bRo38543,EKSEKUSI YANG KONSISTEN #motivasihariinijanganmengeluh #motivationalquotes #motivation #inspiration #katamutiara #motivasidirisendiri #quotes #katabijak #edukasi #motivasihidup #viralvideos #motivasi #semuaorang #education #inspirasi #trending #katakatabijak #Motivasidiri https://t.co/UXiKbJFs3w,2025-03-12 15:59:47,['3'],eksekusi konsisten,netral,0
38,1899773697676005470,943421476480225280,DadungAwuk82,ADAKALANYA KITA HARUS MENJADI YANG BERBEDA #katakatabijak #afirmasi #motivasi #pemberontak #pembangkang #katakata #quotes #fyp #videoviral #fy #hidupbebasdrama #hidup https://t.co/7yysezpqRQ,2025-03-12 15:59:47,['7'],adakalanya berbeda,negatif,-4
39,1899718667287543892,451283662,wardatuljannah3,#motivasi Jangan Pernah Menyerah Apapun yang Terjadi Perubahan yang tidak disangka dan luar biasa bisa saja terjadi pada detik - detik terakhir Jangan Menyerah dengan keadaan Berjuanglah dan carilah jalan agar Anda bisa keluar dari keadaan yang buruk. https://t.co/N1xtHB8Xf4,2025-03-12 15:59:47,"['1', '8', '4']",menyerah apapun perubahan disangka detik detik menyerah berjuanglah carilah jalan buruk,negatif,-9
40,1899713072320934060,1548278803239436288,gashokijp,LINK DI MAIN Di Profil Aku ya Sayang #fypシ #viralvideo #motivasi #rejeki #lebaran #idulfitri https://t.co/jKqmcWVUT5,2025-03-12 15:59:47,['5'],link main profil ya sayang,negatif,-1
41,1899693686818034029,1856931953574055936,bRo38543,Inovasi Dan Imajinasi #motivasihariinijanganmengeluh #motivationalquotes #motivation #inspiration #katamutiara #motivasidirisendiri #quotes #katabijak #edukasi #motivasihidup #viralvideos #motivasi #semuaorang #education #inspirasi #trending #katakatabijak #Motivasidiri https://t.co/MMVQ3aOxtJ,2025-03-12 15:59:47,['3'],inovasi imajinasi,positif,4
42,1899674176400859200,1871222349934313473,TrisnoKT3,Hidup ini bukan perlombaan #TrisnoKT #story #motivasi https://t.co/hsuzOOpO2m,2025-03-12 15:59:47,['2'],hidup perlombaan,negatif,-4
43,1899671411398189099,1871222349934313473,TrisnoKT3,Tugas manusia hanya berjuang #TrisnoKT #story #motivasi https://t.co/HWeNTlV4eB,2025-03-12 15:59:47,['4'],tugas manusia berjuang,positif,2
44,1899656561326195195,1231277641862221824,MoneyDuckID,Ada yang ngalamin putus karena uang? #moneyduck #putus #putuspacaran #meme #motivasi #katamotivasi #uang https://t.co/rZYPHDOVLj,2025-03-12 15:59:47,[],ngalamin putus uang,negatif,-5
45,1899653147540545997,3493431319,berkatabijak16,Kirim Paket Negeri Konoha || CERITA NEGERI KONOHA #fageforyou #katakata #masukberandafyp #beranda #katakatamotivasi #katakatamutiara #katabijak #fyp #dewasa #motivasi #lucu #quotesmotivasi #quotes #katakatamotivasi #katakata #History #quotesstory #simba69 #zeudiners #LYKN https://t.co/yhaPM9zOOd,2025-03-12 15:59:47,"['69', '9']",kirim paket negeri konoha cerita negeri konoha,positif,2
46,1899775063630676033,1856931953574055936,bRo38543,EKSEKUSI YANG KONSISTEN #motivasihariinijanganmengeluh #motivationalquotes #motivation #inspiration #katamutiara #motivasidirisendiri #quotes #katabijak #edukasi #motivasihidup #viralvideos #motivasi #semuaorang #education #inspirasi #trending #katakatabijak #Motivasidiri https://t.co/UXiKbJFs3w,2025-03-12 16:00:14,['3'],eksekusi konsisten,netral,0
47,1899773697676005470,943421476480225280,DadungAwuk82,ADAKALANYA KITA HARUS MENJADI YANG BERBEDA #katakatabijak #afirmasi #motivasi #pemberontak #pembangkang #katakata #quotes #fyp #videoviral #fy #hidupbebasdrama #hidup https://t.co/7yysezpqRQ,2025-03-12 16:00:14,['7'],adakalanya berbeda,negatif,-4
48,1899718667287543892,451283662,wardatuljannah3,#motivasi Jangan Pernah Menyerah Apapun yang Terjadi Perubahan yang tidak disangka dan luar biasa bisa saja terjadi pada detik - detik terakhir Jangan Menyerah dengan keadaan Berjuanglah dan carilah jalan agar Anda bisa keluar dari keadaan yang buruk. https://t.co/N1xtHB8Xf4,2025-03-12 16:00:14,"['1', '8', '4']",menyerah apapun perubahan disangka detik detik menyerah berjuanglah carilah jalan buruk,negatif,-9
49,1899713072320934060,1548278803239436288,gashokijp,LINK DI MAIN Di Profil Aku ya Sayang #fypシ #viralvideo #motivasi #rejeki #lebaran #idulfitri https://t.co/jKqmcWVUT5,2025-03-12 16:00:14,['5'],link main profil ya sayang,negatif,-1
50,1899693686818034029,1856931953574055936,bRo38543,Inovasi Dan Imajinasi #motivasihariinijanganmengeluh #motivationalquotes #motivation #inspiration #katamutiara #motivasidirisendiri #quotes #katabijak #edukasi #motivasihidup #viralvideos #motivasi #semuaorang #education #inspirasi #trending #katakatabijak #Motivasidiri https://t.co/MMVQ3aOxtJ,2025-03-12 16:00:14,['3'],inovasi imajinasi,positif,4
51,1899674176400859200,1871222349934313473,TrisnoKT3,Hidup ini bukan perlombaan #TrisnoKT #story #motivasi https://t.co/hsuzOOpO2m,2025-03-12 16:00:14,['2'],hidup perlombaan,negatif,-4
52,1899671411398189099,1871222349934313473,TrisnoKT3,Tugas manusia hanya berjuang #TrisnoKT #story #motivasi https://t.co/HWeNTlV4eB,2025-03-12 16:00:14,['4'],tugas manusia berjuang,positif,2
53,1899656561326195195,1231277641862221824,MoneyDuckID,Ada yang ngalamin putus karena uang? #moneyduck #putus #putuspacaran #meme #motivasi #katamotivasi #uang https://t.co/rZYPHDOVLj,2025-03-12 16:00:14,[],ngalamin putus uang,negatif,-5
54,1899653147540545997,3493431319,berkatabijak16,Kirim Paket Negeri Konoha || CERITA NEGERI KONOHA #fageforyou #katakata #masukberandafyp #beranda #katakatamotivasi #katakatamutiara #katabijak #fyp #dewasa #motivasi #lucu #quotesmotivasi #quotes #katakatamotivasi #katakata #History #quotesstory #simba69 #zeudiners #LYKN https://t.co/yhaPM9zOOd,2025-03-12 16:00:14,"['69', '9']",kirim paket negeri konoha cerita negeri konoha,positif,2
55,1899775063630676033,1856931953574055936,bRo38543,EKSEKUSI YANG KONSISTEN #motivasihariinijanganmengeluh #motivationalquotes #motivation #inspiration #katamutiara #motivasidirisendiri #quotes #katabijak #edukasi #motivasihidup #viralvideos #motivasi #semuaorang #education #inspirasi #trending #katakatabijak #Motivasidiri https://t.co/UXiKbJFs3w,2025-03-12 16:00:54,['3'],eksekusi konsisten,netral,0
56,1899773697676005470,943421476480225280,DadungAwuk82,ADAKALANYA KITA HARUS MENJADI YANG BERBEDA #katakatabijak #afirmasi #motivasi #pemberontak #pembangkang #katakata #quotes #fyp #videoviral #fy #hidupbebasdrama #hidup https://t.co/7yysezpqRQ,2025-03-12 16:00:54,['7'],adakalanya berbeda,negatif,-4
57,1899718667287543892,451283662,wardatuljannah3,#motivasi Jangan Pernah Menyerah Apapun yang Terjadi Perubahan yang tidak disangka dan luar biasa bisa saja terjadi pada detik - detik terakhir Jangan Menyerah dengan keadaan Berjuanglah dan carilah jalan agar Anda bisa keluar dari keadaan yang buruk. https://t.co/N1xtHB8Xf4,2025-03-12 16:00:54,"['1', '8', '4']",menyerah apapun perubahan disangka detik detik menyerah berjuanglah carilah jalan buruk,negatif,-9
58,1899713072320934060,1548278803239436288,gashokijp,LINK DI MAIN Di Profil Aku ya Sayang #fypシ #viralvideo #motivasi #rejeki #lebaran #idulfitri https://t.co/jKqmcWVUT5,2025-03-12 16:00:54,['5'],link main profil ya sayang,negatif,-1
59,1899693686818034029,1856931953574055936,bRo38543,Inovasi Dan Imajinasi #motivasihariinijanganmengeluh #motivationalquotes #motivation #inspiration #katamutiara #motivasidirisendiri #quotes #katabijak #edukasi #motivasihidup #viralvideos #motivasi #semuaorang #education #inspirasi #trending #katakatabijak #Motivasidiri https://t.co/MMVQ3aOxtJ,2025-03-12 16:00:54,['3'],inovasi imajinasi,positif,4
60,1899674176400859200,1871222349934313473,TrisnoKT3,Hidup ini bukan perlombaan #TrisnoKT #story #motivasi https://t.co/hsuzOOpO2m,2025-03-12 16:00:54,['2'],hidup perlombaan,negatif,-4
61,1899671411398189099,1871222349934313473,TrisnoKT3,Tugas manusia hanya berjuang #TrisnoKT #story #motivasi https://t.co/HWeNTlV4eB,2025-03-12 16:00:54,['4'],tugas manusia berjuang,positif,2
62,1899656561326195195,1231277641862221824,MoneyDuckID,Ada yang ngalamin putus karena uang? #moneyduck #putus #putuspacaran #meme #motivasi #katamotivasi #uang https://t.co/rZYPHDOVLj,2025-03-12 16:00:54,[],ngalamin putus uang,negatif,-5
63,1899653147540545997,3493431319,berkatabijak16,Kirim Paket Negeri Konoha || CERITA NEGERI KONOHA #fageforyou #katakata #masukberandafyp #beranda #katakatamotivasi #katakatamutiara #katabijak #fyp #dewasa #motivasi #lucu #quotesmotivasi #quotes #katakatamotivasi #katakata #History #quotesstory #simba69 #zeudiners #LYKN https://t.co/yhaPM9zOOd,2025-03-12 16:00:54,"['69', '9']",kirim paket negeri konoha cerita negeri konoha,positif,2
64,1899596669261660449,2742147296,danielgintingm,#MotivasiHariIni : ADA KALA MEMULAI ADA JUGA KALANYA MENGAKHIRI MENTARI PUN TAK SELAMANYA TERBIT ADA KALANYA IA TERBENAM #TetapSemangat #TetapOptimis #PantangMenyerah https://t.co/0xISu7SdCl,2025-03-12 16:04:22,"['0', '7']",kalanya mentari terbit kalanya terbenam,negatif,-5
65,1898139975394509078,2742147296,danielgintingm,#MotivasiHariIni : YANG PINTAR BELUM TENTU BERHASIL YANG TIDAK PINTAR BELUM TENTU GAGAL SEMUANYA TERGANTUNG KEMAUAN Semua orang memiliki kemampuan perbedaannya adalah bagaimana dia menggunakannya untuk mewujudkan keberhasilannya. #TetapSemangat #TetapOptimis #PantangMenyerah https://t.co/IkMJYoTdyK,2025-03-12 16:04:22,[],pintar berhasil pintar gagal tergantung kemauan orang memiliki kemampuan perbedaannya menggunakannya mewujudkan keberhasilannya,positif,3
66,1897507786654933395,1792377969056616449,topla_id,Kadang kita butuh sedikit dorongan ekstra untuk melangkah lebih jauh. Inilah saatnya untuk bangkit semangat dan terus maju! #MotivasiHariIni #Semangat #KataKataBijak #PositiveVibes #MindsetPositif #TetapSemangat #RaihImpian #MotivasiDiri #KataBijak #Topla #Produklokal https://t.co/bE2NJIzaXd,2025-03-12 16:04:22,['2'],kadang butuh dorongan ekstra melangkah bangkit semangat maju,negatif,-4
67,1896816104028479599,2742147296,danielgintingm,#MotivasiHariIni : KEKUATAN SEJATI TAK BERASAL DARI FISIK TAPI BERASAL DARI KETEGUHAN HATI TIADA YANG BISA MERUNTUHKAN KETEGUHAN HATI #TetapSemangat #TetapOptimis #PantangMenyerah https://t.co/aAzdqLYKQ0,2025-03-12 16:04:22,['0'],kekuatan sejati berasal fisik berasal keteguhan hati tiada meruntuhkan keteguhan hati,negatif,-13
68,1896746082463584516,1856931953574055936,bRo38543,Ubah Cara berpikir #motivationalquotes #katamutiara #motivation #inspiration #motivasidirisendiri #quotes #katabijak #edukasi #motivasihidup #viralvideos #motivasi #semuaorang #education #inspirasi #trending #katakatabijak #Motivasidiri #MotivasiHariIni #tiktok #tiktokviral https://t.co/WjYHx7m1Yo,2025-03-12 16:04:22,"['7', '1']",ubah berpikir,netral,0
69,1895616260467261728,2742147296,danielgintingm,#MotivasiHariIni : BEKERJA DENGAN BAIK HASILNYA BELUM TENTU BAIK TAPI BEKERJA DENGAN BURUK HASILNYA SUDAH PASTI BURUK #TetapSemangat #TetapOptimis #PantangMenyerah https://t.co/ZKdgG0j2xi,2025-03-12 16:04:22,"['0', '2']",hasilnya buruk hasilnya buruk,negatif,-10
70,1894193459776688270,1183162696708980736,littlerockztars,kuliah seseru ini cuma dengerin presentasi ko milih bolos #motivasihariini,2025-03-12 16:04:22,[],kuliah seseru dengerin presentasi ko milih bolos,negatif,-7
71,1894157296059781589,2742147296,danielgintingm,#MotivasiHariIni : JANGAN MENYERAH TETAPLAH SEMANGAT KEBAHAGIAAN AKAN HADIR SETELAH LELAHMU Berlarilah ketika kamu bisa berjalan jika harus merangkak jika perlu yang penting jangan pernah menyerah. #TetapSemangat #TetapOptimis #PantangMenyerah https://t.co/ILKNxlfx04,2025-03-12 16:04:22,['04'],menyerah tetaplah semangat kebahagiaan hadir lelahmu berlarilah berjalan merangkak menyerah,negatif,-11
72,1893888601609384120,1380373705587531778,smspay_id,Saat tantangan terasa berat dan jalan terasa terjal ingat kembali alasan mengapa kamu memulai! Setiap langkah kecil tetap membawa kita lebih dekat ke tujuan. Tetap semangat! #MotivasiHariIni #JanganMenyerah #IngatTujuanmu #SemangatKerja #NeverGiveUp #GrowthMindset #SMSPay https://t.co/ZEUQDxepNU,2025-03-12 16:04:22,[],tantangan berat jalan terjal alasan langkah membawa tujuan semangat,positif,3
73,1893072276494663799,2742147296,danielgintingm,#MotivasiHariIni : KEHIDUPAN TAK MEMBERIMU KESEMPATAN KEDUA TAPI IA KADANG MEMBERIKAN AWAL YANG BARU https://t.co/pmCYXszcAc,2025-03-12 16:04:22,[],kehidupan memberimu kesempatan kadang,positif,3
74,1892706136828088435,2742147296,danielgintingm,#MotivasiHariIni : TANPA KEBERANIAN TAKKAN ADA KEMENANGAN TANPA PERJUANGAN TAKKAN ADA AKHIR BAHAGIA #TetapSemangat #TetapOptimis #PantangMenyerah https://t.co/2KOg64dVL8,2025-03-12 16:04:22,"['2', '64', '8']",keberanian takkan kemenangan perjuangan takkan bahagia,negatif,-1
75,1892347449177428391,2742147296,danielgintingm,#MotivasiHariIni : TIDAK ADA PROSES YANG MUDAH UNTUK TUJUAN YANG INDAH AKAN ADA HARI SULIT UNTUK MEMBUAT DIRI MENJADI LEBIH KUAT https://t.co/sTuJR5g7au,2025-03-12 16:04:22,"['5', '7']",proses mudah tujuan indah sulit kuat,negatif,-5
76,1891997181264961701,2742147296,danielgintingm,#MotivasiHariIni : DIBALIK BAYANG-BAYANG SELALU ADA CAHAYA ........ https://t.co/0lBtozVoDx #TetapSemangat #TetapOptimis #PantangMenyerah,2025-03-12 16:04:22,['0'],dibalik bayangbayang cahaya,negatif,-3
77,1895806757123080652,1817210599933095936,Dm41nCJ,HAHAHJDK #art #ibispaint #pico #piconjo #fnf #mem #picosschool https://t.co/qLZkqQkhqI,2025-03-12 16:06:42,[],hahahjdk,netral,0
